"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"DJ ! ! !

Love.",FALSE,0,NA,2020-03-25 14:25:08,FALSE,NA,"1242819811584983046",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BC_CHERRA",0,FALSE,FALSE,NA,NA
"Now, Coehyn MaDice . . .

Much consistency.

Still mad about the dab though, that hurt.

Nalantwana was a d!ck for… https://t.co/VFR8Ov63R7",FALSE,0,NA,2020-03-25 14:18:56,TRUE,NA,"1242818251412975616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BC_CHERRA",0,FALSE,FALSE,NA,NA
"Word. Rock that sh!t.",FALSE,0,NA,2020-03-25 14:09:06,FALSE,NA,"1242815776039583745",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BC_CHERRA",0,FALSE,FALSE,NA,NA
"We'll take the love.

Love.",FALSE,0,NA,2020-03-25 13:28:14,FALSE,NA,"1242805491631370247",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BC_CHERRA",0,FALSE,FALSE,NA,NA
"All of the emojis.",FALSE,0,NA,2020-03-25 13:26:19,FALSE,NA,"1242805009810685952",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BC_CHERRA",0,FALSE,FALSE,NA,NA
"You know what's cool though ?

Phucking tattoos 🥰

OMG",FALSE,0,NA,2020-03-25 13:26:08,FALSE,NA,"1242804966588375040",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BC_CHERRA",0,FALSE,FALSE,NA,NA
"Part of me feels like ""We'll take that too."" The other part feels like a comedian who got some laughs out of a heck… https://t.co/u3CFcSfkOf",FALSE,0,NA,2020-03-25 13:24:42,TRUE,NA,"1242804606155067397",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BC_CHERRA",0,FALSE,FALSE,NA,NA
"Wanna know what's weird . . . No one took my blackness seriously until I was penniless . . . Okay, I lie, not ""no o… https://t.co/KzIw6Qc28l",FALSE,0,NA,2020-03-25 13:23:48,TRUE,NA,"1242804376651149312",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BC_CHERRA",0,FALSE,FALSE,NA,NA
"Damn, I can't believe it took me 20 minutes to see that.",FALSE,0,NA,2020-03-25 13:01:43,FALSE,NA,"1242798820355948546",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BC_CHERRA",0,FALSE,FALSE,NA,NA
"Ok, I'm here, all weak.",FALSE,0,NA,2020-03-25 13:01:01,FALSE,NA,"1242798643238842369",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BC_CHERRA",0,FALSE,FALSE,NA,NA
"I think I suffer from an extreme case of Doctor's Handwriting. I'd cure it, except . . .

Yea, I know, that's corny… https://t.co/3syfonqAkq",FALSE,0,NA,2020-03-25 12:40:36,TRUE,NA,"1242793506399236098",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BC_CHERRA",0,FALSE,FALSE,NA,NA
